"","taxa","myc"
"47071","Sisyrinchium_graminifolium","AM"
"47072","Sisyrinchium_cuspidatum","AM"
"47073","Sisyrinchium_nanum","AM"
"47074","Sisyrinchium_striatum","AM"
"47075","Sisyrinchium_chapelcoense","AM"
"47076","Sisyrinchium_convallium","AM"
"47077","Sisyrinchium_papillosum","AM"
"47078","Sisyrinchium_pearcei","AM"
"47079","Sisyrinchium_macrocarpum_subsp._laetum","AM"
"47080","Sisyrinchium_macrocarpum_subsp._macrocarpum","AM"
"47081","Sisyrinchium_limarinum","AM"
"47082","Sisyrinchium_macrocarpum","AM"
"47083","Sisyrinchium_acre","AM"
"47084","Sisyrinchium_palustre","AM"
"47085","Sisyrinchium_longipes","AM"
"47086","Sisyrinchium_californicum","AM"
"47087","Sisyrinchium_tenuifolium","AM"
"47088","Sisyrinchium_elmeri","AM"
"47089","Sisyrinchium_tinctorium","AM"
"47090","Sisyrinchium_translucens","AM"
"47091","Sisyrinchium_convolutum","AM"
"47092","Sisyrinchium_arizonicum","AM"
"47093","Sisyrinchium_mandonii","AM"
"47094","Sisyrinchium_angustissimum","AM"
"47095","Sisyrinchium_macrophyllum","AM"
"47096","Sisyrinchium_chiricanum","AM"
"47097","Sisyrinchium_pusillum","AM"
"47098","Sisyrinchium_laxinervium","AM"
"47099","Sisyrinchium_praealtum","AM"
"47100","Sisyrinchium_palmifolium","AM"
"47101","Sisyrinchium_brevipes","AM"
"47102","Sisyrinchium_jamesonii","AM"
"47103","Sisyrinchium_caespitificum","AM"
"47104","Olsynium_biflorum","AM"
"47105","Olsynium_filifolium","AM"
"47106","Olsynium_junceum_subsp._colchaguense","AM"
"47107","Olsynium_douglasii","AM"
"47108","Olsynium_junceum","AM"
"47109","Olsynium_philippii","AM"
"47110","Olsynium_scirpoideum","AM"
"47111","Olsynium_frigidum","AM"
"47112","Solenomelus_pedunculatus","AM"
"47113","Solenomelus_segethi","AM"
"47114","Libertia_sessiliflora","AM"
"47115","Libertia_chilensis","AM"
"47116","Libertia_ixioides","AM"
"47117","Orthrosanthus_monadelphus","AM"
"47118","Orthrosanthus_chimboracensis","AM"
"47119","Orthrosanthus_multiflorus","AM"
"47120","Tigridia_immaculata","AM"
"47121","Tigridia_chiapensis","AM"
"47122","Tigridia_seleriana","AM"
"47123","Tigridia_pavonia","AM"
"47124","Tigridia_orthantha","AM"
"47125","Tigridia_meleagris","AM"
"47126","Cobana_guatemalensis","AM"
"47127","Tigridia_convoluta","AM"
"47128","Tigridia_flammea","AM"
"47129","Tigridia_alpestris_subsp._alpestris","AM"
"47130","Tigridia_alpestris_subsp._obtusa","AM"
"47131","Tigridia_philippiana","AM"
"47132","Cypella_herbertii","AM"
"47133","Cypella_osteniana","AM"
"47134","Cypella_pusilla","AM"
"47135","Cypella_hauthalii","AM"
"47136","Cypella_unguiculata","AM"
"47137","Cypella_aquatilis","AM"
"47138","Cypella_rosei","AM"
"47139","Hesperoxiphion_peruvianum","AM"
"47140","Alophia_veracruzana","AM"
"47141","Alophia_silvestris","AM"
"47142","Eleutherine_latifolia","AM"
"47143","Eleutherine_bulbosa","AM"
"47144","Phalocallis_coelestis","AM"
"47145","Ennealophus_euryandrus","AM"
"47146","Calydorea_alba","AM"
"47147","Calydorea_minima","AM"
"47148","Calydorea_azurea","AM"
"47149","Nemastylis_tenuis","AM"
"47150","Nemastylis_geminiflora","AM"
"47151","Calydorea_pallens","AM"
"47152","Calydorea_undulata","AM"
"47153","Calydorea_approximata","AM"
"47154","Calydorea_crocoides","AM"
"47155","Calydorea_basaltica","AM"
"47156","Calydorea_longipes","AM"
"47157","Calydorea_campestris","AM"
"47158","Calydorea_xyphioides","AM"
"47159","Herbertia_tigridioides","AM"
"47160","Herbertia_lahue","AM"
"47161","Herbertia_darwinii","AM"
"47162","Herbertia_quareimana","AM"
"47163","Herbertia_zebrina","AM"
"47164","Herbertia_pulchella","AM"
"47165","Cipura_campanulata","AM"
"47166","Cipura_paludosa","AM"
"47167","Larentia_mexicana","AM"
"47168","Trimezia_martinicensis","AM"
"47169","Trimezia_spathata","AM"
"47170","Trimezia_juncifolia","AM"
"47171","Trimezia_fistulosa","AM"
"47172","Trimezia_truncata","AM"
"47173","Pseudotrimezia_pauli","AM"
"47174","Pseudotrimezia_recurvata","AM"
"47175","Pseudotrimezia_elegans","AM"
"47176","Neomarica_candida","AM"
"47177","Neomarica_northiana","AM"
"47178","Diplarrena_latifolia","AM"
"47179","Melasphaerula_ramosa","AM"
"47180","Lapeirousia_littoralis","AM"
"47181","Lapeirousia_barklyi","AM"
"47182","Lapeirousia_caudata","AM"
"47183","Lapeirousia_odoratissima","AM"
"47184","Lapeirousia_macrospatha","AM"
"47185","Lapeirousia_arenicola","AM"
"47186","Lapeirousia_tenuis","AM"
"47187","Lapeirousia_spinosa","AM"
"47188","Lapeirousia_oreogena","AM"
"47189","Lapeirousia_plicata","AM"
"47190","Lapeirousia_montana","AM"
"47191","Lapeirousia_violacea","AM"
"47192","Lapeirousia_kamiesmontana","AM"
"47193","Lapeirousia_dolomitica","AM"
"47194","Lapeirousia_fabricii_subsp._fabricii","AM"
"47195","Lapeirousia_simulans","AM"
"47196","Lapeirousia_lewisiana","AM"
"47197","Lapeirousia_pyramidalis_subsp._pyramidalis","AM"
"47198","Lapeirousia_verecunda","AM"
"47199","Lapeirousia_angustifolia","AM"
"47200","Lapeirousia_exilis","AM"
"47201","Lapeirousia_anceps","AM"
"47202","Lapeirousia_pyramidalis_subsp._regalis","AM"
"47203","Lapeirousia_silenoides","AM"
"47204","Lapeirousia_jacquinii","AM"
"47205","Lapeirousia_divaricata","AM"
"47206","Lapeirousia_avasmontana","AM"
"47207","Lapeirousia_schimperi","AM"
"47208","Lapeirousia_otaviensis","AM"
"47209","Lapeirousia_erythrantha","AM"
"47210","Lapeirousia_abyssinica","AM"
"47211","Zygotritonia_benishangulana","AM"
"47212","Savannosiphon_euryphyllus","AM"
"47213","Lapeirousia_sandersonii","AM"
"47214","Lapeirousia_coerulea","AM"
"47215","Lapeirousia_rivularis","AM"
"47216","Cyanixia_socotrana","AM"
"47217","Codonorhiza_corymbosa","AM"
"47218","Codonorhiza_micrantha","AM"
"47219","Codonorhiza_fastigiata","AM"
"47220","Codonorhiza_azurea","AM"
"47221","Codonorhiza_elandsmontana","AM"
"47222","Codonorhiza_falcata","AM"
"47223","Schizorhiza_neglecta","AM"
"47224","Watsonia_angusta","AM"
"47225","Watsonia_coccinea","AM"
"47226","Watsonia_tabularis","AM"
"47227","Pillansia_templemannii","AM"
"47228","Thereianthus_racemosus","AM"
"47229","Micranthus_junceus","AM"
"47230","Freesia_laxa","AM"
"47231","Freesia_alba","AM"
"47232","Tritoniopsis_unguicularis","AM"
"47233","Crocus_abantensis","AM"
"47234","Crocus_ancyrensis","AM"
"47235","Crocus_sieheanus","AM"
"47236","Crocus_cyprius","AM"
"47237","Crocus_biflorus_subsp._adamii","AM"
"47238","Crocus_cancellatus_subsp._lycius","AM"
"47239","Crocus_biflorus_subsp._melantherus","AM"
"47240","Crocus_cancellatus_subsp._pamphylicus","AM"
"47241","Crocus_biflorus_subsp._isauricus","AM"
"47242","Crocus_nerimaniae","AM"
"47243","Crocus_biflorus_subsp._wattiorum","AM"
"47244","Crocus_biflorus","AM"
"47245","Crocus_biflorus_subsp._crewei","AM"
"47246","Crocus_biflorus_subsp._stridii","AM"
"47247","Crocus_chrysanthus","AM"
"47248","Crocus_biflorus_subsp._punctatus","AM"
"47249","Crocus_danfordiae","AM"
"47250","Crocus_biflorus_subsp._pulchricolor","AM"
"47251","Crocus_biflorus_subsp._weldenii","AM"
"47252","Crocus_biflorus_subsp._leucostylosus","AM"
"47253","Crocus_biflorus_subsp._alexandri","AM"
"47254","Crocus_biflorus_subsp._nubigena","AM"
"47255","Crocus_angustifolius","AM"
"47256","Crocus_pulchellus","AM"
"47257","Crocus_kerndorffiorum","AM"
"47258","Crocus_leichtlinii","AM"
"47259","Crocus_boulosii","AM"
"47260","Crocus_aleppicus","AM"
"47261","Crocus_veneris","AM"
"47262","Crocus_pestalozzae","AM"
"47263","Crocus_fleischeri","AM"
"47264","Crocus_tournefortii","AM"
"47265","Crocus_laevigatus","AM"
"47266","Crocus_boryi","AM"
"47267","Crocus_biflorus_subsp._artvinensis","AM"
"47268","Crocus_aerius","AM"
"47269","Crocus_almehensis","AM"
"47270","Crocus_biflorus_subsp._pseudonubigena","AM"
"47271","Crocus_biflorus_subsp._tauri","AM"
"47272","Crocus_graveolens","AM"
"47273","Crocus_vitellinus","AM"
"47274","Crocus_hyemalis","AM"
"47275","Crocus_antalyensis","AM"
"47276","Crocus_candidus","AM"
"47277","Crocus_adanensis","AM"
"47278","Crocus_paschei","AM"
"47279","Crocus_sativus","AM"
"47280","Crocus_etruscus","AM"
"47281","Crocus_tommasinianus","AM"
"47282","Crocus_kosaninii","AM"
"47283","Crocus_versicolor","AM"
"47284","Crocus_cambessedesii","AM"
"47285","Crocus_ligusticus","AM"
"47286","Crocus_minimus","AM"
"47287","Crocus_banaticus","AM"
"47288","Crocus_pelistericus","AM"
"47289","Crocus_corsicus","AM"
"47290","Crocus_nudiflorus","AM"
"47291","Crocus_alatavicus","AM"
"47292","Crocus_korolkowii","AM"
"47293","Crocus_michelsonii","AM"
"47294","Crocus_caspius","AM"
"47295","Crocus_hadriaticus","AM"
"47296","Crocus_thomasii","AM"
"47297","Crocus_oreocreticus","AM"
"47298","Crocus_asumaniae","AM"
"47299","Crocus_mathewii","AM"
"47300","Crocus_moabiticus","AM"
"47301","Crocus_baytopiorum","AM"
"47302","Crocus_gilanicus","AM"
"47303","Crocus_scharojanii","AM"
"47304","Crocus_vallicola","AM"
"47305","Crocus_autranii","AM"
"47306","Crocus_robertianus","AM"
"47307","Crocus_dalmaticus","AM"
"47308","Crocus_cvijicii","AM"
"47309","Crocus_rujanensis","AM"
"47310","Crocus_veluchensis","AM"
"47311","Crocus_niveus","AM"
"47312","Crocus_karduchorum","AM"
"47313","Crocus_ochroleucus","AM"
"47314","Crocus_scardicus","AM"
"47315","Crocus_malyi","AM"
"47316","Crocus_goulimyi","AM"
"47317","Crocus_nevadensis","AM"
"47318","Crocus_carpetanus","AM"
"47319","Romulea_obscura","AM"
"47320","Romulea_ramiflora","AM"
"47321","Romulea_nivalis","AM"
"47322","Romulea_tempskyana","AM"
"47323","Romulea_bulbocodium","AM"
"47324","Romulea_monadelpha","AM"
"47325","Romulea_columnae","AM"
"47326","Chasmanthe_aethiopica","AM"
"47327","Ixia_latifolia","AM"
"47328","Ixia_paniculata","AM"
"47329","Tritonia_disticha","AM"
"47330","Tritonia_gladiolaris","AM"
"47331","Dierama_robustum","AM"
"47332","Sparaxis_variegata","AM"
"47333","Sparaxis_bulbifera","AM"
"47334","Duthiastrum_linifolium","AM"
"47335","Hesperantha_pseudopilosa","AM"
"47336","Hesperantha_coccinea","AM"
"47337","Geissorhiza_heterostyla","AM"
"47338","Klattia_flava","AM"
"47339","Witsenia_maura","AM"
"47340","Nivenia_stokoei","AM"
"47341","Aristea_glauca","AM"
"47342","Aristea_monticola","AM"
"47343","Geosiris_aphylla","AM"
"47344","Patersonia_sericea","AM"
"47345","Isophysis_tasmanica","AM"
"47346","Xeronema_callistemon","AM"
"47347","Gasteria_polita","AM"
"47348","Gasteria_maculata","AM"
"47349","Gasteria_disticha","AM"
"47350","Gasteria_doreeniae","AM"
"47351","Gasteria_obliqua","AM"
"47352","Gasteria_subnigricans","AM"
"47353","Gasteria_acinacifolia","AM"
"47354","Gasteria_baylissiana","AM"
"47355","Gasteria_excelsa","AM"
"47356","Gasteria_rawlinsonii","AM"
"47357","Gasteria_pulchra","AM"
"47358","Gasteria_croucheri","AM"
"47359","Gasteria_ellaphieae","AM"
"47360","Gasteria_tukhelensis","AM"
"47361","Gasteria_batesiana","AM"
"47362","Gasteria_vlokii","AM"
"47363","Gasteria_glomerata","AM"
"47364","Gasteria_glauca","AM"
"47365","Haworthia_bruynsii","AM"
"47366","Haworthiopsis_nigra","AM"
"47367","Haworthiopsis_reinwardtii","AM"
"47368","Haworthiopsis_glauca","AM"
"47369","Haworthia_venosa_subsp._woolleyi","AM"
"47370","Haworthiopsis_sordida","AM"
"47371","Haworthiopsis_coarctata","AM"
"47372","Haworthiopsis_longiana","AM"
"47373","Haworthiopsis_limifolia","AM"
"47374","Haworthiopsis_fasciata","AM"
"47375","Haworthia_venosa_subsp._tessellata","AM"
"47376","Haworthiopsis_venosa","AM"
"47377","Haworthia_venosa_subsp._granulata","AM"
"47378","Haworthia_geraldii","AM"
"47379","Haworthia_icosiphylla","AM"
"47380","Haworthiopsis_attenuata","AM"
"47381","Astroloba_rubriflora","AM"
"47382","Astroloba_foliolosa","AM"
"47383","Astroloba_congesta","AM"
"47384","Gonialoe_variegata","AM"
"47385","Aristaloe_aristata","AM"
"47386","Haworthia_kingiana","AM"
"47387","Haworthia_minor","AM"
"47388","Haworthia_marginata","AM"
"47389","Haworthia_pumila","AM"
"47390","Haworthia_kewensis","AM"
"47391","Astroloba_corrugata","AM"
"47392","Astroloba_herrei","AM"
"47393","Astroloba_spiralis","AM"
"47394","Astroloba_bullulata","AM"
"47395","Aloe_comptonii","AM"
"47396","Aloe_brevifolia","AM"
"47397","Aloe_melanacantha","AM"
"47398","Aloe_erinacea","AM"
"47399","Aloe_perfoliata","AM"
"47400","Aloe_pearsonii","AM"
"47401","Aloe_arenicola","AM"
"47402","Aloe_microstigma","AM"
"47403","Aloe_kouebokkeveldensis","AM"
"47404","Aloe_buhrii","AM"
"47405","Aloe_reynoldsii","AM"
"47406","Aloe_angelica","AM"
"47407","Aloe_alooides","AM"
"47408","Aloe_bowiea","AM"
"47409","Aloe_comosa","AM"
"47410","Aloe_hexapetala","AM"
"47411","Aloe_krapohliana","AM"
"47412","Aloe_rupestris","AM"
"47413","Aloe_chlorantha","AM"
"47414","Aloe_thraskii","AM"
"47415","Aloe_broomii","AM"
"47416","Aloe_humilis","AM"
"47417","Aloe_succotrina","AM"
"47418","Aloe_castanea","AM"
"47419","Aloe_arborescens","AM"
"47420","Aloe_pictifolia","AM"
"47421","Aloe_cannellii","AM"
"47422","Aloe_glauca","AM"
"47423","Aloe_ferox","AM"
"47424","Aloe_africana","AM"
"47425","Aloe_lineata","AM"
"47426","Aloe_spicata","AM"
"47427","Aloe_striata_subsp._komaggasensis","AM"
"47428","Aloe_maculata","AM"
"47429","Aloe_mudenensis","AM"
"47430","Aloe_nubigena","AM"
"47431","Aloe_chortolirioides","AM"
"47432","Aloe_kniphofioides","AM"
"47433","Aloe_challisii","AM"
"47434","Aloe_fouriei","AM"
"47435","Aloe_minima","AM"
"47436","Aloe_ecklonis","AM"
"47437","Aloe_suprafoliata","AM"
"47438","Aloe_verecunda","AM"
"47439","Aloe_boylei","AM"
"47440","Aloe_welwitschii","AM"
"47441","Aloe_vossii","AM"
"47442","Aloe_thompsoniae","AM"
"47443","Aloe_integra","AM"
"47444","Aloe_albida","AM"
"47445","Aloe_saundersiae","AM"
"47446","Aloe_modesta","AM"
"47447","Aloe_craibii","AM"
"47448","Aloe_archeri","AM"
"47449","Aloe_vanbalenii","AM"
"47450","Aloe_zebrina","AM"
"47451","Aloe_grandidentata","AM"
"47452","Aloe_vogtsii","AM"
"47453","Aloe_fosteri","AM"
"47454","Aloe_chabaudii","AM"
"47455","Aloe_sinkatana","AM"
"47456","Aloe_monticola","AM"
"47457","Aloe_weloensis","AM"
"47458","Aloe_leachii","AM"
"47459","Aloe_vryheidensis","AM"
"47460","Aloe_dominella","AM"
"47461","Aloe_brandhamii","AM"
"47462","Aloe_dyeri","AM"
"47463","Aloe_secundiflora","AM"
"47464","Aloe_dorotheae","AM"
"47465","Aloe_juvenna","AM"
"47466","Aloe_bussei","AM"
"47467","Aloe_sinana","AM"
"47468","Aloe_powysiorum","AM"
"47469","Aloe_nyeriensis","AM"
"47470","Aloe_deserti","AM"
"47471","Aloe_babatiensis","AM"
"47472","Aloe_diolii","AM"
"47473","Aloe_dawei","AM"
"47474","Aloe_fibrosa","AM"
"47475","Aloe_ellenbeckii","AM"
"47476","Aloe_chrysostachys","AM"
"47477","Aloe_elgonica","AM"
"47478","Aloe_francombei","AM"
"47479","Aloe_penduliflora","AM"
"47480","Aloe_kulalensis","AM"
"47481","Aloe_confusa","AM"
"47482","Aloe_striata","AM"
"47483","Aloe_pluridens","AM"
"47484","Aloe_dewinteri","AM"
"47485","Aloe_petricola","AM"
"47486","Aloe_aculeata","AM"
"47487","Aloe_globuligemma","AM"
"47488","Aloe_marlothii","AM"
"47489","Aloe_excelsa","AM"
"47490","Aloe_peglerae","AM"
"47491","Aloe_munchii","AM"
"47492","Aloe_littoralis","AM"
"47493","Aloe_hereroensis","AM"
"47494","Aloe_falcata","AM"
"47495","Aloe_striata_subsp._karasbergensis","AM"
"47496","Aloe_praetermissa","AM"
"47497","Aloe_forbesii","AM"
"47498","Aloe_scobinifolia","AM"
"47499","Aloe_inermis","AM"
"47500","Aloe_benishangulana","AM"
"47501","Aloe_rivae","AM"
"47502","Aloe_debrana","AM"
"47503","Aloe_jucunda","AM"
"47504","Aloe_trichosantha","AM"
"47505","Aloe_retrospiciens","AM"
"47506","Aloe_niebuhriana","AM"
"47507","Aloe_lavranosii","AM"
"47508","Aloe_ankoberensis","AM"
"47509","Aloe_mcloughlinii","AM"
"47510","Aloe_tomentosa","AM"
"47511","Aloe_fleurentinorum","AM"
"47512","Aloe_vera","AM"
"47513","Aloe_yemenica","AM"
"47514","Aloe_mzimbana","AM"
"47515","Aloe_macra","AM"
"47516","Aloe_occidentalis","AM"
"47517","Aloe_purpurea","AM"
"47518","Aloe_tormentorii","AM"
"47519","Aloe_albiflora","AM"
"47520","Aloe_vaombe","AM"
"47521","Aloe_anivoranoensis","AM"
"47522","Aloe_propagulifera","AM"
"47523","Aloe_bulbillifera","AM"
"47524","Aloe_haworthioides","AM"
"47525","Aloe_deltoideodonta","AM"
"47526","Aloe_conifera","AM"
"47527","Aloe_viguieri","AM"
"47528","Aloe_gneissicola","AM"
"47529","Aloiampelos_striatula","AM"
"47530","Aloiampelos_ciliaris","AM"
"47531","Aloiampelos_tenuior","AM"
"47532","Aloiampelos_gracilis","AM"
"47533","Aloiampelos_juddii","AM"
"47534","Aloiampelos_commixta","AM"
"47535","Aloe_tongaensis","AM"
"47536","Aloidendron_pillansii","AM"
"47537","Aloidendron_ramosissimum","AM"
"47538","Aloidendron_eminens","AM"
"47539","Aloidendron_barberae","AM"
"47540","Aloidendron_dichotomum","AM"
"47541","Haworthia_cooperi","AM"
"47542","Haworthia_blackburniae","AM"
"47543","Haworthia_springbokvlakensis","AM"
"47544","Haworthia_chloracantha","AM"
"47545","Haworthia_zantneriana","AM"
"47546","Haworthia_monticola","AM"
"47547","Haworthia_pygmaea","AM"
"47548","Haworthia_angustifolia","AM"
"47549","Haworthia_bayeri","AM"
"47550","Haworthia_outeniquensis","AM"
"47551","Haworthia_truncata","AM"
"47552","Haworthia_aristata","AM"
"47553","Haworthia_vittata","AM"
"47554","Haworthia_mucronata","AM"
"47555","Haworthia_pulchella","AM"
"47556","Haworthia_lockwoodii","AM"
"47557","Haworthia_maculata","AM"
"47558","Haworthia_arachnoidea","AM"
"47559","Haworthia_gracilis","AM"
"47560","Haworthia_cymbiformis","AM"
"47561","Haworthia_resendeana","AM"
"47562","Haworthia_retusa","AM"
"47563","Haworthia_floribunda","AM"
"47564","Haworthia_variegata","AM"
"47565","Haworthia_mirabilis","AM"
"47566","Haworthia_elizeae","AM"
"47567","Haworthia_emelyae","AM"
"47568","Haworthia_marumiana","AM"
"47569","Haworthia_ryderiana","AM"
"47570","Haworthia_semiviva","AM"
"47571","Haworthia_marxii","AM"
"47572","Haworthia_vlokii","AM"
"47573","Haworthia_pubescens","AM"
"47574","Haworthia_nortieri","AM"
"47575","Haworthia_parksiana","AM"
"47576","Haworthia_maraisii","AM"
"47577","Haworthia_wittebergensis","AM"
"47578","Haworthia_herbacea","AM"
"47579","Haworthia_mutica","AM"
"47580","Haworthia_reticulata","AM"
"47581","Haworthia_decipiens","AM"
"47582","Kumara_disticha","AM"
"47583","Bulbine_frutescens","AM"
"47584","Bulbine_semibarbata","AM"
"47585","Bulbine_succulenta","AM"
"47586","Trachyandra_divaricata","AM"
"47587","Trachyandra_tortilis","AM"
"47588","Trachyandra_ciliata","AM"
"47589","Trachyandra_involucrata","AM"
"47590","Trachyandra_brachypoda","AM"
"47591","Trachyandra_esterhuysenae","AM"
"47592","Eremurus_spectabilis_subsp._subalbiflorus","AM"
"47593","Eremurus_spectabilis_subsp._spectabilis","AM"
"47594","Eremurus_stenophyllus_subsp._stenophyllus","AM"
"47595","Eremurus_stenophyllus_subsp._aurantiacus","AM"
"47596","Kniphofia_galpinii","AM"
"47597","Kniphofia_macowanii","AM"
"47598","Kniphofia_linearifolia","AM"
"47599","Kniphofia_thomsonii","AM"
"47600","Kniphofia_praecox","AM"
"47601","Kniphofia_uvaria","AM"
"47602","Bulbinella_cauda-felis","AM"
"47603","Bulbinella_nana","AM"
"47604","Eremurus_himalaicus","AM"
"47605","Eremurus_stenophyllus","AM"
"47606","Eremurus_spectabilis","AM"
"47607","Eremurus_chinensis","AM"
"47608","Asphodeline_lutea","AM"
"47609","Asphodeline_damascena","AM"
"47610","Asphodelus_aestivus","AM"
"47611","Asphodelus_albus","AM"
"47612","Hemerocallis_thunbergii","AM"
"47613","Hemerocallis_minor","AM"
"47614","Hemerocallis_hongdoensis","AM"
"47615","Hemerocallis_littorea","AM"
"47616","Hemerocallis_middendorffii","AM"
"47617","Hemerocallis_citrina","AM"
"47618","Hemerocallis_graminea","AM"
"47619","Hemerocallis_lilioasphodelus","AM"
"47620","Hemerocallis_fulva","AM"
"47621","Hemerocallis_dumortieri","AM"
"47622","Hemerocallis_hybrid_cultivar","AM"
"47623","Simethis_mattiazzii","AM"
"47624","Chamaescilla_corymbosa","AM"
"47625","Hensmania_chapmanii","AM"
"47626","Johnsonia_pubescens","AM"
"47627","Stawellia_dimorphantha","AM"
"47628","Arnocrinum_preissii","AM"
"47629","Caesia_contorta","AM"
"47630","Corynotheca_micrantha","AM"
"47631","Tricoryne_elatior","AM"
"47632","Dianella_sandwicensis","AM"
"47633","Dianella_tasmanica","AM"
"47634","Dianella_intermedia","AM"
"47635","Dianella_montana","AM"
"47636","Dianella_caerulea","AM"
"47637","Dianella_ensifolia","AM"
"47638","Stypandra_glauca","AM"
"47639","Phormium_tenax","AM"
"47640","Pasithea_caerulea","AM"
"47641","Xanthorrhoea_resinosa","AM"
"47642","Xanthorrhoea_minor","AM"
"47643","Xanthorrhoea_quadrangulata","AM"
"47644","Xanthorrhoea_media","AM"
"47645","Xanthorrhoea_preissii","AM"
"47646","Narcissus_pseudonarcissus_subsp._nevadensis","AM"
"47647","Narcissus_longispathus","AM"
"47648","Narcissus_gaditanus","AM"
"47649","Narcissus_assoanus","AM"
"47650","Narcissus_cavanillesii","AM"
"47651","Narcissus_pseudonarcissus_subsp._leonensis","AM"
"47652","Narcissus_pseudonarcissus_subsp._nobilis","AM"
"47653","Narcissus_asturiensis","AM"
"47654","Narcissus_pseudonarcissus_subsp._pallidiflorus","AM"
"47655","Narcissus_bicolor","AM"
"47656","Narcissus_pseudonarcissus","AM"
"47657","Narcissus_pseudonarcissus_subsp._radinganorum","AM"
"47658","Narcissus_munozii-garmendiae","AM"
"47659","Narcissus_poeticus","AM"
"47660","Narcissus_poeticus_subsp._hellenicus","AM"
"47661","Narcissus_poeticus_subsp._radiiflorus","AM"
"47662","Narcissus_pseudonarcissus_subsp._moschatus","AM"
"47663","Narcissus_triandrus_subsp._triandrus","AM"
"47664","Narcissus_concolor","AM"
"47665","Narcissus_romieuxii","AM"
"47666","Narcissus_blancoi","AM"
"47667","Narcissus_hedraeanthus","AM"
"47668","Narcissus_obesus","AM"
"47669","Narcissus_bulbocodium_subsp._quintanilhae","AM"
"47670","Narcissus_graellsii","AM"
"47671","Narcissus_bulbocodium_subsp._validus","AM"
"47672","Narcissus_conspicuus","AM"
"47673","Narcissus_nivalis","AM"
"47674","Narcissus_gigas","AM"
"47675","Narcissus_bulbocodium","AM"
"47676","Narcissus_tortifolius","AM"
"47677","Narcissus_dubius","AM"
"47678","Narcissus_viridiflorus","AM"
"47679","Narcissus_fernandesii","AM"
"47680","Narcissus_jonquilla","AM"
"47681","Narcissus_rupicola","AM"
"47682","Narcissus_cuatrecasasii","AM"
"47683","Narcissus_rupicola_subsp._marvieri","AM"
"47684","Narcissus_albimarginatus","AM"
"47685","Narcissus_scaberulus","AM"
"47686","Narcissus_calcicola","AM"
"47687","Narcissus_tazetta","AM"
"47688","Narcissus_tazetta_subsp._aureus","AM"
"47689","Narcissus_elegans","AM"
"47690","Narcissus_serotinus","AM"
"47691","Narcissus_tazetta_subsp._italicus","AM"
"47692","Narcissus_broussonetii","AM"
"47693","Narcissus_papyraceus_subsp._panizzianus","AM"
"47694","Narcissus_papyraceus","AM"
"47695","Narcissus_papyraceus_subsp._papyraceus","AM"
"47696","Narcissus_papyraceus_subsp._pachybolbus","AM"
"47697","Sternbergia_vernalis","AM"
"47698","Sternbergia_candida","AM"
"47699","Sternbergia_clusiana","AM"
"47700","Sternbergia_colchiciflora","AM"
"47701","Sternbergia_sicula","AM"
"47702","Sternbergia_greuteriana","AM"
"47703","Sternbergia_pulchella","AM"
"47704","Sternbergia_lutea","AM"
"47705","Hannonia_hesperidum","AM"
"47706","Acis_valentina","AM"
"47707","Acis_rosea","AM"
"47708","Acis_longifolia","AM"
"47709","Acis_nicaeensis","AM"
"47710","Acis_autumnalis","AM"
"47711","Acis_trichophylla","AM"
"47712","Acis_tingitana","AM"
"47713","Galanthus_reginae-olgae_subsp._vernalis","AM"
"47714","Galanthus_nivalis","AM"
"47715","Galanthus_reginae-olgae_subsp._reginae-olgae","AM"
"47716","Galanthus_reginae-olgae","AM"
"47717","Galanthus_gracilis","AM"
"47718","Galanthus_plicatus_subsp._plicatus","AM"
"47719","Galanthus_plicatus_subsp._byzantinus","AM"
"47720","Galanthus_plicatus","AM"
"47721","Galanthus_angustifolius","AM"
"47722","Galanthus_alpinus","AM"
"47723","Galanthus_woronowii","AM"
"47724","Galanthus_fosteri","AM"
"47725","Galanthus_ikariae","AM"
"47726","Galanthus_transcaucasicus","AM"
"47727","Galanthus_lagodechianus","AM"
"47728","Galanthus_rizehensis","AM"
"47729","Galanthus_peshmenii","AM"
"47730","Galanthus_elwesii","AM"
"47731","Galanthus_cilicicus","AM"
"47732","Galanthus_koenenianus","AM"
"47733","Galanthus_krasnovii","AM"
"47734","Galanthus_platyphyllus","AM"
"47735","Leucojum_aestivum_subsp._pulchellum","AM"
"47736","Leucojum_aestivum","AM"
"47737","Leucojum_vernum","AM"
"47738","Lapiedra_martinezii","AM"
"47739","Vagaria_parviflora","AM"
"47740","Vagaria_ollivieri","AM"
"47741","Lycoris_haywardii","AM"
"47742","Lycoris_koreana","AM"
"47743","Lycoris_sanguinea","AM"
"47744","Lycoris_traubii","AM"
"47745","Lycoris_radiata","AM"
"47746","Lycoris_chinensis","AM"
"47747","Lycoris_sprengeri","AM"
"47748","Lycoris_rosea","AM"
"47749","Lycoris_albiflora","AM"
"47750","Lycoris_uydoensis","AM"
"47751","Lycoris_squamigera","AM"
"47752","Lycoris_longituba","AM"
"47753","Ungernia_tadschicorum","AM"
"47754","Ungernia_flava","AM"
"47755","Zephyranthes_lindleyana","AM"
"47756","Zephyranthes_simpsonii","AM"
"47757","Zephyranthes_minima","AM"
"47758","Zephyranthes_candida","AM"
"47759","Habranthus_martinezii","AM"
"47760","Habranthus_tubispathus","AM"
"47761","Habranthus_robustus","AM"
